------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.029360       0.029360          0.312966  0.098468      0.098468         0.316608 0.102041     0.102041        0.318789    94 MPNN_Structure2Vec
  0.029686       0.029686          0.313193  0.099267      0.099267         0.316597 0.103209     0.103209        0.318852    95 MPNN_Structure2Vec
  0.029752       0.029752          0.313316  0.098664      0.098664         0.316603 0.102431     0.102431        0.318836    96 MPNN_Structure2Vec
  0.029555       0.029555          0.313095  0.099206      0.099206         0.316609 0.103102     0.103102        0.318836    97 MPNN_Structure2Vec
  0.029307       0.029307          0.313190  0.098499      0.098499         0.316523 0.102437     0.102437        0.318743    98 MPNN_Structure2Vec
  0.029118       0.029118          0.313433  0.098559      0.098559         0.316697 0.102276     0.102276        0.318935    99 MPNN_Structure2Vec
  0.029450       0.029450          0.313536  0.098314      0.098314         0.316634 0.101987     0.101987        0.318813   100 MPNN_Structure2Vec
  0.029181       0.029181          0.313555  0.098300      0.098300         0.316577 0.102052     0.102052        0.318782   101 MPNN_Structure2Vec
  0.029199       0.029199          0.313394  0.098352      0.098352         0.316560 0.101886     0.101886        0.318719   102 MPNN_Structure2Vec
  0.029481       0.029481          0.313727  0.099069      0.099069         0.316647 0.102525     0.102525        0.318818   103 MPNN_Structure2Vec
  0.029782       0.029782          0.313284  0.098744      0.098744         0.316584 0.102295     0.102295        0.318755   104 MPNN_Structure2Vec
  0.029164       0.029164          0.313563  0.098501      0.098501         0.316495 0.102283     0.102283        0.318697   105 MPNN_Structure2Vec
  0.029054       0.029054          0.313521  0.098488      0.098488         0.316632 0.102427     0.102427        0.318869   106 MPNN_Structure2Vec
  0.029168       0.029168          0.313816  0.098656      0.098656         0.316654 0.102141     0.102141        0.318780   107 MPNN_Structure2Vec
  0.028978       0.028978          0.313704  0.099002      0.099002         0.316838 0.102511     0.102511        0.319005   108 MPNN_Structure2Vec
  0.028941       0.028941          0.313667  0.098766      0.098766         0.316908 0.102765     0.102765        0.319092   109 MPNN_Structure2Vec
  0.028862       0.028862          0.313478  0.098283      0.098283         0.316870 0.101716     0.101716        0.319002   110 MPNN_Structure2Vec
  0.028858       0.028858          0.313669  0.099142      0.099142         0.317099 0.102813     0.102813        0.319313   111 MPNN_Structure2Vec
  0.029122       0.029122          0.313718  0.099055      0.099055         0.317150 0.102941     0.102941        0.319369   112 MPNN_Structure2Vec
  0.029014       0.029014          0.313870  0.098950      0.098950         0.317219 0.102950     0.102950        0.319401   113 MPNN_Structure2Vec
  0.028964       0.028964          0.313887  0.098571      0.098571         0.317033 0.102389     0.102389        0.319225   114 MPNN_Structure2Vec
  0.028875       0.028875          0.313723  0.098600      0.098600         0.317014 0.102385     0.102385        0.319187   115 MPNN_Structure2Vec
  0.028846       0.028846          0.313759  0.099000      0.099000         0.317138 0.102884     0.102884        0.319289   116 MPNN_Structure2Vec
  0.028659       0.028659          0.313943  0.098693      0.098693         0.317268 0.102137     0.102137        0.319417   117 MPNN_Structure2Vec
  0.028877       0.028877          0.313781  0.098700      0.098700         0.317175 0.102032     0.102032        0.319335   118 MPNN_Structure2Vec
  0.028739       0.028739          0.314073  0.098477      0.098477         0.316975 0.102206     0.102206        0.319164   119 MPNN_Structure2Vec
  0.028520       0.028520          0.313818  0.098169      0.098169         0.317016 0.101672     0.101672        0.319108   120 MPNN_Structure2Vec
  0.028781       0.028781          0.313824  0.098594      0.098594         0.316752 0.102421     0.102421        0.318998   121 MPNN_Structure2Vec
  0.028769       0.028769          0.313984  0.098600      0.098600         0.317061 0.101971     0.101971        0.319225   122 MPNN_Structure2Vec
  0.028807       0.028807          0.313959  0.098950      0.098950         0.317205 0.102887     0.102887        0.319342   123 MPNN_Structure2Vec
  0.028747       0.028747          0.313822  0.098699      0.098699         0.317214 0.102643     0.102643        0.319437   124 MPNN_Structure2Vec
  0.028545       0.028545          0.313950  0.099184      0.099184         0.317289 0.102656     0.102656        0.319426   125 MPNN_Structure2Vec
  0.028933       0.028933          0.314075  0.098215      0.098215         0.317163 0.101798     0.101798        0.319283   126 MPNN_Structure2Vec
  0.028478       0.028478          0.313974  0.098988      0.098988         0.317370 0.103028     0.103028        0.319604   127 MPNN_Structure2Vec
  0.028449       0.028449          0.313763  0.098297      0.098297         0.317330 0.102314     0.102314        0.319479   128 MPNN_Structure2Vec
  0.028457       0.028457          0.313925  0.098634      0.098634         0.317296 0.102403     0.102403        0.319451   129 MPNN_Structure2Vec
  0.028463       0.028463          0.314140  0.098791      0.098791         0.317242 0.102477     0.102477        0.319431   130 MPNN_Structure2Vec
  0.028765       0.028765          0.314240  0.098736      0.098736         0.317198 0.102177     0.102177        0.319351   131 MPNN_Structure2Vec
  0.028479       0.028479          0.314211  0.098450      0.098450         0.317163 0.102126     0.102126        0.319305   132 MPNN_Structure2Vec
  0.028393       0.028393          0.313925  0.098352      0.098352         0.317157 0.102102     0.102102        0.319335   133 MPNN_Structure2Vec
  0.028440       0.028440          0.314252  0.098760      0.098760         0.317430 0.102545     0.102545        0.319597   134 MPNN_Structure2Vec
  0.028478       0.028478          0.314172  0.098521      0.098521         0.317376 0.102321     0.102321        0.319499   135 MPNN_Structure2Vec
  0.028517       0.028517          0.314470  0.098786      0.098786         0.317418 0.102622     0.102622        0.319534   136 MPNN_Structure2Vec
  0.028801       0.028801          0.314137  0.098744      0.098744         0.317360 0.102468     0.102468        0.319518   137 MPNN_Structure2Vec
  0.028407       0.028407          0.314422  0.099066      0.099066         0.317469 0.102715     0.102715        0.319733   138 MPNN_Structure2Vec
  0.028269       0.028269          0.314365  0.097958      0.097958         0.317270 0.102127     0.102127        0.319472   139 MPNN_Structure2Vec
  0.028205       0.028205          0.314503  0.098459      0.098459         0.317350 0.102436     0.102436        0.319533   140 MPNN_Structure2Vec
  0.028604       0.028604          0.314356  0.099152      0.099152         0.317517 0.102560     0.102560        0.319661   141 MPNN_Structure2Vec
  0.028479       0.028479          0.314537  0.098708      0.098708         0.317356 0.102553     0.102553        0.319539   142 MPNN_Structure2Vec
  0.028226       0.028226          0.314408  0.098629      0.098629         0.317516 0.102426     0.102426        0.319640   143 MPNN_Structure2Vec
  0.028561       0.028561          0.314378  0.098755      0.098755         0.317540 0.102643     0.102643        0.319678   144 MPNN_Structure2Vec
  0.028484       0.028484          0.314346  0.098785      0.098785         0.317634 0.102505     0.102505        0.319794   145 MPNN_Structure2Vec
  0.028162       0.028162          0.314815  0.098347      0.098347         0.317623 0.101984     0.101984        0.319728   146 MPNN_Structure2Vec
  0.028150       0.028150          0.314557  0.098929      0.098929         0.317608 0.102864     0.102864        0.319710   147 MPNN_Structure2Vec
  0.028184       0.028184          0.314641  0.098554      0.098554         0.317607 0.102327     0.102327        0.319769   148 MPNN_Structure2Vec
  0.028118       0.028118          0.314720  0.098244      0.098244         0.317493 0.102074     0.102074        0.319603   149 MPNN_Structure2Vec
  0.028196       0.028196          0.314540  0.098595      0.098595         0.317566 0.102338     0.102338        0.319698   150 MPNN_Structure2Vec
  0.028221       0.028221          0.314656  0.098780      0.098780         0.317748 0.102649     0.102649        0.319898   151 MPNN_Structure2Vec
  0.028185       0.028185          0.314501  0.098685      0.098685         0.317690 0.102437     0.102437        0.319852   152 MPNN_Structure2Vec
  0.028105       0.028105          0.314567  0.098444      0.098444         0.317678 0.102522     0.102522        0.319890   153 MPNN_Structure2Vec
  0.028132       0.028132          0.314811  0.098474      0.098474         0.317606 0.102491     0.102491        0.319783   154 MPNN_Structure2Vec
  0.028083       0.028083          0.314832  0.098362      0.098362         0.317660 0.102252     0.102252        0.319774   155 MPNN_Structure2Vec
  0.027943       0.027943          0.314706  0.098487      0.098487         0.317684 0.102096     0.102096        0.319809   156 MPNN_Structure2Vec
  0.028094       0.028094          0.314847  0.098824      0.098824         0.317782 0.102668     0.102668        0.319969   157 MPNN_Structure2Vec
  0.028306       0.028306          0.314826  0.098603      0.098603         0.317741 0.102335     0.102335        0.319920   158 MPNN_Structure2Vec
  0.028211       0.028211          0.315063  0.098567      0.098567         0.317802 0.102302     0.102302        0.319935   159 MPNN_Structure2Vec
  0.028002       0.028002          0.314803  0.098554      0.098554         0.317743 0.102483     0.102483        0.319923   160 MPNN_Structure2Vec
  0.028287       0.028287          0.314638  0.098743      0.098743         0.317689 0.102170     0.102170        0.319809   161 MPNN_Structure2Vec
  0.028191       0.028191          0.314865  0.098332      0.098332         0.317555 0.102206     0.102206        0.319727   162 MPNN_Structure2Vec
  0.027914       0.027914          0.314712  0.098655      0.098655         0.317787 0.102637     0.102637        0.319995   163 MPNN_Structure2Vec
  0.027934       0.027934          0.314778  0.098467      0.098467         0.317775 0.102396     0.102396        0.319874   164 MPNN_Structure2Vec
  0.027975       0.027975          0.314809  0.098698      0.098698         0.317729 0.102547     0.102547        0.319851   165 MPNN_Structure2Vec
  0.027883       0.027883          0.314880  0.098327      0.098327         0.317766 0.101970     0.101970        0.319871   166 MPNN_Structure2Vec
  0.027895       0.027895          0.315057  0.098590      0.098590         0.317899 0.102201     0.102201        0.320025   167 MPNN_Structure2Vec
  0.027916       0.027916          0.314882  0.098768      0.098768         0.317832 0.102668     0.102668        0.320024   168 MPNN_Structure2Vec
  0.028022       0.028022          0.314934  0.098323      0.098323         0.317767 0.102179     0.102179        0.319859   169 MPNN_Structure2Vec
  0.027858       0.027858          0.315042  0.098404      0.098404         0.317747 0.102023     0.102023        0.319904   170 MPNN_Structure2Vec
